,Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Quarter,City,State,School_Level,Location,Time_Period,Bullied,Domestic_Violence,Gang_Related
1640,19940315SCGOC,3,15,1994,1994-03-15,Goose Creek High School,1,0,1,0,Spring,Charleston,SC,High,Outside on School Property,After School,No,No,No
1641,19940309DCEAW,3,9,1994,1994-03-09,Eastern High School,1,0,1,0,Spring,Washington,DC,High,Cafeteria,Lunch,No,No,No
1642,19940303ALENB,3,3,1994,1994-03-03,Ensley High School,0,1,1,0,Spring,Birmingham,AL,High,Other,Lunch,No,No,Yes
1643,19940301MOKEB,3,1,1994,1994-03-01,Kemper Military School and College,2,0,2,0,Spring,Boonville,MO,Other,Cafeteria,Morning Classes,No,Yes,No
1644,19940218SCSPS,2,18,1994,1994-02-18,Spartanburg High School,0,1,1,0,Winter,Spartanburg,SC,High,Parking Lot,Sport Event,No,No,No
1645,19940208MIOSD,2,8,1994,1994-02-08,Osborn High School,1,0,1,0,Winter,Detroit,MI,High,Parking Lot,,No,No,No
1646,19940131WAWHS,1,31,1994,1994-01-31,Whitman Middle School,1,0,1,0,Winter,Seattle,WA,Middle,Field (General),Before School,No,No,No
1647,19940127CAWAS,1,27,1994,1994-01-27,Washington Elementary School,1,0,1,0,Winter,San Jose,CA,Elementary,Parking Lot,,No,No,Yes
1648,19940126DCELW,1,26,1994,1994-01-26,Eliot Junior High School,0,0,0,0,Winter,Washington,DC,Junior High,Hallway,Dismissal,No,No,
1649,19940126DCPAW,1,26,1994,1994-01-26,Paul Lawrence Dunbar High School,0,0,0,0,Winter,Washington,DC,High,Hallway,Morning Classes,No,No,No
1650,19940124SCEAC,1,24,1994,1994-01-24,Eau Claire High School,1,0,1,0,Winter,Columbia,SC,High,Hallway,Unknown,Yes,No,No
1651,19940121TXKEK,1,21,1994,1994-01-21,Kennard High School,0,0,0,1,Winter,Kennard,TX,High,Classroom,Morning Classes,No,No,No
1652,19940120CALOH,1,20,1994,1994-01-20,Los Altos High School,1,0,1,0,Winter,Hacienda Heights,CA,High,Parking Lot,After School,No,No,Yes
1653,19931217MICHC,12,17,1993,1993-12-17,Chelsea High School,1,2,3,0,Winter,Chelsea,MI,High,Office,After School,No,No,No
1654,19931215CACHS,12,15,1993,1993-12-15,Chatsworth High School,1,0,1,0,Winter,San Fernando Valley,CA,High,Outside on School Property,Afternoon Classes,No,No,No
1655,19931208GABES,12,8,1993,1993-12-08,Beach High School,1,0,1,0,Winter,Savannah,GA,High,Front of School,Evening,No,No,Yes
1656,19931202CTNEN,12,2,1993,1993-12-02,New Britain High School,1,0,1,0,Winter,New Britain,CT,High,Front of School,,No,No,Yes
1657,19931201WIWAW,12,1,1993,1993-12-01,Wauwatosa West High School,1,0,1,0,Winter,Wauwatosa,WI,High,Hallway,Unknown,No,No,No
1658,19931111ILRIS,11,11,1993,1993-11-11,Ridgely Elementary School,1,0,1,0,Fall,Springfield,IL,High,Hallway,Night,No,No,Yes
1659,19931104FLTEJ,11,4,1993,1993-11-04,Terry Parker High School,1,0,1,0,Fall,Jacksonville,FL,High,Front of School,After School,No,No,No
1660,19931104CTNEN,11,4,1993,1993-11-04,New Britain High School,1,0,1,0,Fall,New Britain,CT,High,Beside Building,Unknown,No,No,Yes
1661,19931104MSBAB,11,4,1993,1993-11-04,Bay Springs High School,1,0,1,0,Fall,Bay Springs,MS,High,Classroom,,,,No
1662,19931101ILSUC,11,1,1993,1993-11-01,Sullivan High School,1,0,1,0,Fall,Chicago,IL,High,Outside on School Property,,No,No,No
1663,19931018DCJHW,10,18,1993,1993-10-18,J H Johnson Junior High School,0,1,1,0,Fall,Washington,DC,Junior High,Gym,,,No,
1664,19931012DEDON,10,12,1993,1993-10-12,Dover High School,0,0,0,1,Fall,New Castle,DE,High,Bathroom,,,No,No
1665,19930928MSCOG,9,28,1993,1993-09-28,Coleman Junior High School,1,0,1,0,Fall,Greenville,MS,Junior High,Classroom,Morning Classes,No,No,No
1666,19930925DCWEW,9,25,1993,1993-09-25,Weatherless Elementary School,2,0,2,0,Fall,Washington,DC,Elementary,Football Field/Track,Not a School Day,No,No,Yes
1667,19930917ILDOD,9,17,1993,1993-09-17,Downers South High School,1,0,1,0,Fall,Downers Grove,IL,High,Football Field/Track,Sport Event,No,No,No
1668,19930917WYCES,9,17,1993,1993-09-17,Central Junior High School,0,0,0,1,Fall,Sheridan,WY,Junior High,Football Field/Track,,No,No,No
1669,19930916ILROC,9,16,1993,1993-09-16,Roosevelt High School,1,0,1,0,Fall,Chicago,IL,High,Beside Building,Dismissal,,,Yes
1670,19930912ALFAF,9,12,1993,1993-09-12,Fairfield High School,0,0,0,0,Fall,Fairfield,AL,High,Football Field/Track,Sport Event,No,No,No
1671,19930902TXROD,9,2,1993,1993-09-02,Roosevelt High School,1,0,1,0,Fall,Dallas,TX,High,Hallway,Dismissal,No,No,No
1672,19930901KSJUJ,9,1,1993,1993-09-01,Junction City High School,0,1,1,0,Fall,Junction City,KS,High,Cafeteria,Lunch,No,No,No
1673,19930831GAHAA,8,31,1993,1993-08-31,Harper High School,1,0,1,0,Summer,Atlanta,GA,High,Cafeteria,,,No,
1674,19930803NYTHN,8,3,1993,1993-08-03,Theodore Roosevelt High School,0,1,1,0,Summer,New York,NY,High,Classroom,Morning Classes,,,
1675,19930707CADOL,7,7,1993,1993-07-07,Dorsey High School,1,0,1,0,Summer,Los Angeles,CA,High,Beside Building,After School,No,No,Yes
1676,19930527LAFRN,5,27,1993,1993-05-27,Francis T. Nicholls High School,1,0,1,0,Spring,New Orleans,LA,High,Hallway,Morning Classes,No,No,No
1677,19930524PAUPP,5,24,1993,1993-05-24,Upper Perkiomen High School,1,0,1,0,Spring,Pennsburg,PA,High,Classroom,,Yes,No,No
1678,19930514TXNII,5,14,1993,1993-05-14,Nimitz High School,1,0,1,0,Spring,Irving,TX,High,Hallway,Dismissal,No,No,No
1679,19930416CAGRS,4,16,1993,1993-04-16,Grant High School,1,0,1,0,Spring,Sacramento,CA,High,Field (General),Evening,No,No,
1680,19930416WAMOT,4,16,1993,1993-04-16,Mount Tahoma High School,0,0,0,1,Spring,Tacoma,WA,High,Beside Building,,No,No,No
1681,19930415MAFOA,4,15,1993,1993-04-15,Ford Middle School,1,0,1,0,Spring,Acushnet,MA,Middle,Office,Unknown,No,No,No
1682,19930403CAGRS,4,3,1993,1993-04-03,Grant High School,1,1,2,0,Spring,Sacramento,CA,High,Field (General),Not a School Day,No,No,
1683,19930325MOSUS,3,25,1993,1993-03-25,Sumner High School,1,0,1,0,Spring,St. Louis,MO,High,Hallway,School Start,No,Yes,No
1684,19930318GAHAH,3,18,1993,1993-03-18,Harlem High School,1,1,2,0,Spring,Harlem,GA,High,Hallway,School Start,Yes,No,No
1685,19930308VADOD,3,8,1993,1993-03-08,Dozier Middle School,1,0,1,0,Spring,Denbigh,VA,Middle,Parking Lot,School Start,No,No,No
1686,19930226MAGLG,2,26,1993,1993-02-26,Gloucester High School,0,0,0,1,Winter,Gloucester,MA,High,Cafeteria,Lunch,No,No,No
1687,19930222CAREL,2,22,1993,1993-02-22,Reseda High School,1,0,1,0,Winter,Los Angeles,CA,High,Hallway,Morning Classes,No,No,Yes
1688,19930208DCWAW,2,8,1993,1993-02-08,Washington-Dix Street Academy (High School),1,0,1,0,Winter,Washington,DC,High,Hallway,Morning Classes,No,No,No
1689,19930208MNMIM,2,8,1993,1993-02-08,Middle River Middle School,0,0,0,1,Winter,Middle River,MN,Middle,Classroom,,,No,No
1690,19930204GACLA,2,4,1993,1993-02-04,Clayton High School,1,0,1,0,Winter,Atlanta,GA,High,Parking Lot,After School,No,No,No
1691,19930203SCGAC,2,3,1993,1993-02-03,Garrett High School,0,1,1,0,Winter,Charleston,SC,High,Front of School,Evening,No,No,
1692,19930203SCLEL,2,3,1993,1993-02-03,Lexington High School,0,1,1,0,Winter,Lexington,SC,High,Outside on School Property,,No,No,
1693,19930201NYAMA,2,1,1993,1993-02-01,Amityville High School,1,1,2,0,Winter,Amityville,NY,High,Beside Building,Afternoon Classes,,No,No
1694,19930201WARER,2,1,1993,1993-02-01,Redmond Junior High School,0,0,0,1,Winter,Redmond,WA,High,Outside on School Property,Before School,,No,No
1695,19930121CAFAL,1,21,1993,1993-01-21,Fairfax High School,1,1,2,0,Winter,Los Angeles,CA,High,Classroom,,No,No,No
1696,19930118KYEAG,1,18,1993,1993-01-18,East Carter High School,2,0,2,0,Winter,Grayson,KY,High,Classroom,Afternoon Classes,Yes,No,No
1697,19930112FLNOM,1,12,1993,1993-01-12,Norland Senior High School,1,0,1,0,Winter,Miami,FL,High,Hallway,After School,No,No,Yes
1698,19930108PACRM,1,8,1993,1993-01-08,Crawford County Joint Vocational Technical School,0,1,1,0,Winter,Meadville,PA,High,Hallway,Morning Classes,No,No,
1699,19930105NYBRB,1,5,1993,1993-01-05,Brentwood High School,0,1,1,0,Winter,Brentwood,NY,High,Gym,Evening,No,No,Yes
1700,19921214NYWAW,12,14,1992,1992-12-14,Walton High School,0,1,1,0,Winter,Walton,NY,High,Classroom,Morning Classes,No,No,No
1701,19921203ILWOC,12,3,1992,1992-12-03,Woodson High School,1,1,2,0,Winter,Chicago,IL,High,Gym,Sport Event,No,No,Yes
1702,19921130ILORC,11,30,1992,1992-11-30,Orr High School,0,1,1,0,Fall,Chicago,IL,High,Beside Building,Dismissal,No,No,No
1703,19921124ALROM,11,24,1992,1992-11-24,Robert E. Lee High School,0,1,1,0,Fall,Montgomery,AL,High,Bathroom,,No,No,No
1704,19921120ILTIC,11,20,1992,1992-11-20,Tilden High School,1,2,3,0,Fall,Chicago,IL,High,Hallway,Morning Classes,No,No,No
1705,19921116ALFAB,11,16,1992,1992-11-16,Fairfield High School,1,0,1,0,Fall,Birmingham,AL,High,Hallway,,No,No,No
1706,19921113TXLAC,11,13,1992,1992-11-13,Langham Creek High School,1,0,1,1,Fall,Cypress,TX,High,Parking Lot,Afternoon Classes,No,Yes,No
1707,19921110ILSHC,11,10,1992,1992-11-10,Sherman Elementary School,0,0,0,1,Fall,Chicago,IL,Elementary,Classroom,,No,No,No
1708,19921104MIMUD,11,4,1992,1992-11-04,Mumford High School,0,3,3,0,Fall,Detroit,MI,High,Front of School,Afternoon Classes,No,No,Yes
1709,19921104MIMAD,11,4,1992,1992-11-04,Marcus Garvey Academy,0,1,1,0,Fall,Detroit,MI,K-8,Front of School,Dismissal,No,No,Yes
1710,19921104MIFID,11,4,1992,1992-11-04,Finney High School,0,0,0,0,Fall,Detroit,MI,High,Hallway,Morning Classes,No,No,Yes
1711,19921019NYEVB,10,19,1992,1992-10-19,Evander Childs High School,0,3,3,0,Fall,Bronx,NY,High,Beside Building,Afternoon Classes,No,No,Yes
1712,19921013AZDET,10,13,1992,1992-10-13,Desert View High School,1,0,1,0,Fall,Tucson,AZ,High,Parking Lot,Dismissal,No,No,Yes
1713,19920930CAPAL,9,30,1992,1992-09-30,Paramount High School,1,0,1,0,Fall,Los Angeles,CA,High,Front of School,After School,No,No,Yes
1714,19920930TXHOH,9,30,1992,1992-09-30,Hollibrook Elementary School,1,1,2,0,Fall,Houston,TX,Elementary,Outside on School Property,Night,No,No,Yes
1715,19920928CAHIS,9,28,1992,1992-09-28,Hiram Johnson High School,0,2,2,0,Fall,Sacramento,CA,High,Hallway,Dismissal,No,No,No
1716,19920911TXPAA,9,11,1992,1992-09-11,Palo Duro High School,0,7,7,0,Fall,Amarillo,TX,High,Hallway,Morning Classes,No,No,No
1717,19920606CAMEM,6,6,1992,1992-06-06,Merced High School,0,1,1,0,Summer,Merced,CA,High,Gym,School Event,No,No,No
1718,19920530DCARW,5,30,1992,1992-05-30,Archbishop Carroll High School,1,4,5,0,Spring,Washington,DC,High,Beside Building,School Event,No,No,
1719,19920529CAVEL,5,29,1992,1992-05-29,Venice High School,0,3,3,0,Spring,Los Angeles,CA,High,Front of School,,No,No,Yes
1720,19920514CASIN,5,14,1992,1992-05-14,Silverado Middle School,0,2,2,0,Spring,Napa,CA,Junior High,Classroom,Morning Classes,Yes,No,No
1721,19920514TXHUH,5,14,1992,1992-05-14,Huntsville Junior High School,0,1,1,0,Spring,Huntsville,TX,Junior High,Courtyard,School Start,No,No,No
1722,19920501CALIO,5,1,1992,1992-05-01,Lindhurst High School,4,10,14,0,Spring,Olivehurst,CA,High,Hallway,Afternoon Classes,No,No,No
1723,19920417TXLID,4,17,1992,1992-04-17,Lincoln High School,1,0,1,0,Spring,Dallas,TX,High,Parking Lot,Night,No,No,No
1724,19920409FLFOF,4,9,1992,1992-04-09,Fort Myers High School,0,1,1,0,Spring,Fort Myers,FL,High,Field (General),Morning Classes,No,No,No
1725,19920331LAOPA,3,31,1992,1992-03-31,O Perry Walker High School,1,0,1,0,Spring,Algiers,LA,High,Hallway,Morning Classes,No,No,No
1726,19920305OHHAO,3,5,1992,1992-03-05,Hamilton Middle School,0,1,1,0,Spring,Obetz,OH,Middle,Cafeteria,Lunch,,No,No
1727,19920226NYTHB,2,26,1992,1992-02-26,Thomas Jefferson High School,2,0,2,0,Winter,Brooklyn,NY,High,Hallway,Morning Classes,,No,No
1728,19920207VABON,2,7,1992,1992-02-07,Booker T. Washington High School,1,1,2,0,Winter,Norfolk,VA,High,Beside Building,Lunch,No,No,No
1729,19920206OKDOO,2,6,1992,1992-02-06,Douglass High School,1,0,1,0,Winter,Oklahoma City,OK,High,Inside School Building,Afternoon Classes,No,No,No
1730,19920131LAFRG,1,31,1992,1992-01-31,Francis W. Gregory Junior High School,0,1,1,0,Winter,Gentilly,LA,Junior High,Hallway,Afternoon Classes,No,No,No
1731,19920128LAFRG,1,28,1992,1992-01-28,Francis W. Gregory Junior High School,0,1,1,0,Winter,Gentilly,LA,Junior High,Beside Building,,No,No,No
1732,19920117SCGRG,1,17,1992,1992-01-17,Greenwood High School,0,1,1,0,Winter,Greenwood,SC,High,Cafeteria,Lunch,No,No,No
1733,19911226NCWHW,12,26,1991,1991-12-26,Whiteville High School,0,2,2,0,Winter,Whiteville,NC,High,Beside Building,Sport Event,No,No,
1734,19911125NYTHB,11,25,1991,1991-11-25,Thomas Jefferson High School,1,1,2,0,Fall,Brooklyn,NY,High,Hallway,Morning Classes,No,No,No
1735,19911114TXMIH,11,14,1991,1991-11-14,Milby High School,0,1,1,0,Fall,Houston,TX,High,Hallway,Lunch,,No,No
1736,19911111TXYSE,11,11,1991,1991-11-11,Ysleta High School,1,1,2,0,Fall,El Paso,TX,High,Front of School,After School,No,No,Yes
1737,19911106LAWAN,11,6,1991,1991-11-06,Walter L. Cohen Senior High School,1,1,2,0,Fall,New Orleans,LA,High,Parking Lot,After School,No,No,No
1738,19911023TXOAD,10,23,1991,1991-10-23,Oak Cliff High School,1,0,1,0,Fall,Dallas,TX,High,Hallway,School Start,Yes,No,No
1739,19911015TXGEP,10,15,1991,1991-10-15,Genevieve Sparks Elementary School,0,1,1,0,Fall,Pasadena,TX,Elementary,Field (General),Afternoon Classes,No,No,No
1740,19911015SCWOW,10,15,1991,1991-10-15,Woodruff High School,0,0,0,0,Fall,Woodruff,SC,High,Hallway,Lunch,Yes,No,No
1741,19911015NHMOS,10,15,1991,1991-10-15,Monadnock Regional High School,0,2,2,0,Fall,Swanzey,NH,High,Hallway,Morning Classes,No,,No
1742,19911011MAMAR,10,11,1991,1991-10-11,Madison Park High School,0,1,1,0,Fall,Roxbury,MA,High,Football Field/Track,After School,No,No,Yes
1743,19911009NYJAB,10,9,1991,1991-10-09,James Monroe High School,1,0,1,0,Fall,Bronx,NY,High,Outside on School Property,Morning Classes,No,No,No
1744,19911004CAROL,10,4,1991,1991-10-04,Roosevelt High School,0,0,0,0,Fall,Los Angeles,CA,High,Football Field/Track,Sport Event,No,No,Yes
1745,19911004CADOL,10,4,1991,1991-10-04,Dorsey High School,0,2,2,0,Fall,Los Angeles,CA,High,Football Field/Track,Sport Event,No,No,Yes
1746,19911002TXSPH,10,2,1991,1991-10-02,Spring Woods High School (bus),0,1,1,0,Fall,Houston,TX,High,School Bus,Before School,No,No,No
1747,19910918TXCRC,9,18,1991,1991-09-18,Crosby High School,1,0,1,0,Fall,Crosby,TX,High,Cafeteria,School Start,No,No,No
1748,19910917ILWOC,9,17,1991,1991-09-17,Woodson High School,0,1,1,0,Fall,Chicago,IL,High,Gym,After School,No,No,Yes
1749,19910913TXMAH,9,13,1991,1991-09-13,Madison High School,1,0,1,0,Fall,Houston,TX,High,Parking Lot,Sport Event,No,No,Yes
1750,19910730CAENC,7,30,1991,1991-07-30,Enterprise Middle School,0,1,1,0,Summer,Compton,CA,Middle,Hallway,Afternoon Classes,No,No,Yes
1751,19910722CAWEL,7,22,1991,1991-07-22,Westchester High School,0,1,1,0,Summer,Los Angeles,CA,High,Front of School,Morning Classes,No,No,Yes
1752,19910521CAROS,5,21,1991,1991-05-21,Robert A. Millikan Junior High School,1,0,1,0,Spring,Sherman Oaks,CA,Junior High,Front of School,After School,No,No,Yes
1753,19910521FLSCP,5,21,1991,1991-05-21,School of Choice,1,2,3,0,Spring,Pahokee,FL,Unknown,Beside Building,Morning Classes,No,No,No
1754,19910516KSCOK,5,16,1991,1991-05-16,Coronado Middle School,0,2,2,0,Spring,Kansas City,KS,Middle,Inside School Building,,No,No,Yes
1755,19910510OHFRC,5,10,1991,1991-05-10,Franklin Alternative Middle School,1,0,1,0,Spring,Columbus,OH,Middle,Front of School,After School,No,No,
1756,19910423MSHUB,4,23,1991,1991-04-23,Humphrey's County High School,0,1,1,0,Spring,Belzoni,MS,High,Classroom,Afternoon Classes,No,No,No
1757,19910423CARAC,4,23,1991,1991-04-23,Ralph J. Bunche Middle School,1,0,1,0,Spring,Compton,CA,Middle,Beside Building,,No,No,Yes
1758,19910411SCNOR,4,11,1991,1991-04-11,Northwest High School,0,0,0,1,Spring,Rock Hill,SC,High,Cafeteria,School Start,No,No,No
1759,19910325NCGAC,3,25,1991,1991-03-25,Garinger High School,1,0,1,0,Spring,Charlotte,NC,High,Front of School,Dismissal,No,No,
1760,19910314SCWOP,3,14,1991,1991-03-14,Woodmont High School,0,4,4,0,Spring,Piedmont,SC,High,Parking Lot,School Event,No,No,No
1761,19910313ALSES,3,13,1991,1991-03-13,Selma High School,0,2,2,0,Spring,Selma,AL,High,Gym,Morning Classes,No,No,No
1762,19910219LABON,2,19,1991,1991-02-19,Booker T. Washington High School,1,1,2,0,Winter,New Orleans,LA,High,Outside on School Property,Lunch,No,No,No
1763,19910117TXHOD,1,17,1991,1991-01-17,Hood Middle School,0,1,1,0,Winter,Dallas,TX,Middle,Outside on School Property,Before School,No,No,Yes
1764,19910108TXRIR,1,8,1991,1991-01-08,Richardson High School,0,0,0,1,Winter,Richardson,TX,High,Classroom,Morning Classes,No,No,No
1765,19901213LASAS,12,13,1990,1990-12-13,Salmen High School,0,0,0,0,Winter,Slidell,LA,High,Parking Lot,Sport Event,No,No,Yes
1766,19901110TXJUD,11,10,1990,1990-11-10,Justin Kimball High School,0,1,1,0,Fall,Dallas,TX,High,Football Field/Track,Sport Event,No,No,
1767,19901030TXNAG,10,30,1990,1990-10-30,Naaman Forest High School,0,1,1,0,Fall,Garland,TX,High,Office,Morning Classes,No,No,No
1768,19901029INCHC,10,29,1990,1990-10-29,Charlestown High School,0,0,0,0,Fall,Charlestown,IN,High,Classroom,Morning Classes,No,No,No
1769,19901002TXWHD,10,2,1990,1990-10-02,W H Adamson High School,0,1,1,0,Fall,Dallas,TX,High,Parking Lot,After School,No,No,
1770,19900922ALLEB,9,22,1990,1990-09-22,Legion Field Statium (high school game),0,2,2,0,Fall,Birmingham,AL,High,Football Field/Track,Sport Event,No,No,
1771,19900911TXSAS,9,11,1990,1990-09-11,Sam Houston High School,0,3,3,0,Fall,San Antonio,TX,High,Beside Building,Lunch,No,No,Yes
1772,19900906GASOC,9,6,1990,1990-09-06,South Forsyth Middle School - High School,0,0,0,0,Fall,Cumming,GA,2022-06-12 00:00:00,Classroom,Morning Classes,,No,No
1773,19900827NVELL,8,27,1990,1990-08-27,Eldorado High School,1,0,1,0,Summer,Las Vegas,NV,High,Hallway,Before School,No,No,Yes
1774,19900827TXWHD,8,27,1990,1990-08-27,W H Adamson High School,0,0,0,0,Summer,Dallas,TX,High,Outside on School Property,Morning Classes,No,No,Yes
1775,19900824NCMYC,8,24,1990,1990-08-24,Myers Park High School,1,0,1,0,Summer,Charlotte,NC,High,Football Field/Track,Sport Event,No,No,
1776,19900531TXSUF,5,31,1990,1990-05-31,Sunrise Elementary School,0,2,2,0,Spring,Fort Worth,TX,Elementary,Playground,Morning Classes,No,No,No
1777,19900520TNHIC,5,20,1990,1990-05-20,Hickman County High School,1,0,1,0,Spring,Centerville,TN,High,Hallway,Not a School Day,No,No,No
1778,19900504CAMOE,5,4,1990,1990-05-04,Mount Pleasant High School,1,1,2,0,Spring,East San Jose,CA,High,Hallway,,No,No,No
1779,19900403TXSKD,4,3,1990,1990-04-03,Skyline High School,0,1,1,0,Spring,Dallas,TX,High,Hallway,,No,No,No
1780,19900327NYNEB,3,27,1990,1990-03-27,New Utrecht High School,0,1,1,0,Spring,Brooklyn,NY,High,Hallway,Morning Classes,No,No,No
1781,19900220OHTAC,2,20,1990,1990-02-20,Taft High School,1,0,1,0,Winter,Cincinnati,OH,High,Outside on School Property,Dismissal,No,No,No
1782,19900116RICEP,1,16,1990,1990-01-16,Central High School,0,2,2,0,Winter,Providence,RI,High,Beside Building,Lunch,Yes,No,No
1783,19891212SCCHC,12,12,1989,1989-12-12,Chester High School,0,1,1,0,Winter,Chester,SC,High,Courtyard,Dismissal,No,No,No
1784,19891205PASEM,12,5,1989,1989-12-05,Serra Catholic High School bus,0,1,1,1,Winter,McKeesport,PA,High,School Bus,Before School,No,No,No
1785,19891205TXWWD,12,5,1989,1989-12-05,W W Samuell High School,0,1,1,0,Winter,Dallas,TX,High,Hallway,Morning Classes,No,No,Yes
1786,19891204LACAS,12,4,1989,1989-12-04,Caddo Magnet High School,0,1,1,0,Winter,Shreveport,LA,High,School Bus,After School,No,No,No
1787,19891122CACHO,11,22,1989,1989-11-22,Channel Islands High School,1,0,1,0,Fall,Oxnard,CA,High,Beside Building,After School,No,No,Yes
1788,19891115TXWOA,11,15,1989,1989-11-15,Workman Junior High School,0,1,1,0,Fall,Arlington,TX,Junior High,Parking Lot,Dismissal,No,No,No
1789,19891113NYALN,11,13,1989,1989-11-13,Alfred E. Smith High School,1,0,1,0,Fall,New York,NY,High,Inside School Building,Afternoon Classes,No,No,No
1790,19891031TXOLD,10,31,1989,1989-10-31,Oliver Wendell Holmes Middle School,0,1,1,0,Fall,Dallas,TX,Middle,Inside School Building,School Start,No,No,No
1791,19891005CALOA,10,5,1989,1989-10-05,Loara High School,0,1,1,0,Fall,Anaheim,CA,High,Classroom,Morning Classes,No,No,No
1792,19890918KYJAM,9,18,1989,1989-09-18,Jackson County High School,0,0,0,0,Fall,McKee,KY,High,Classroom,,Yes,No,No
1793,19890911AZDYE,9,11,1989,1989-09-11,Dysart High School,1,0,1,0,Fall,El Mirage,AZ,High,Inside School Building,Before School,No,No,No
1794,19890901VASAV,9,1,1989,1989-09-01,Salem High School,0,2,2,0,Fall,Virginia Beach,VA,High,Parking Lot,Sport Event,No,No,No
1795,19890426TXAMD,4,26,1989,1989-04-26,A Maceo Smith High School,0,1,1,0,Spring,Dallas,TX,High,Parking Lot,School Start,No,Yes,No
1796,19890303INWIG,3,3,1989,1989-03-03,Wirt High School,1,0,1,0,Spring,Gary,IN,High,Beside Building,Lunch,No,No,No
1797,19890210UTTHK,2,10,1989,1989-02-10,Thomas Jefferson Junior High School,0,0,0,0,Winter,Kearns,UT,Junior High,Parking Lot,,,No,No
1798,19890209IDRIR,2,9,1989,1989-02-09,Rigby Junior High School,0,0,0,0,Fall,Rigby,ID,,,,,,No
1799,19890126DCWOW,1,26,1989,1989-01-26,Woodrow Wilson HIgh School,0,4,4,0,Winter,Washington,DC,High,Parking Lot,Dismissal,No,No,No
1800,19890117CACLS,1,17,1989,1989-01-17,Cleveland Elementary School,5,30,35,1,Winter,Stockton,CA,Elementary,Beside Building,,,No,No
1801,19890105ARHEL,1,5,1989,1989-01-05,Henderson Junior High School,1,0,1,0,Winter,Little Rock,AR,Middle,Basketball Court,School Start,No,No,
1802,19881216VAATV,12,16,1988,1988-12-16,Atlantic Shores Christian School,1,1,2,0,Winter,Virginia Beach,VA,K-12,Classroom,Morning Classes,Yes,No,No
1803,19881122TXABA,11,22,1988,1988-11-22,Abilene Cooper High School,0,1,1,0,Fall,Abilene,TX,High,Classroom,Morning Classes,,No,No
1804,19881107UTGLS,11,7,1988,1988-11-07,Glendale Intermediate School,0,1,1,0,Fall,Salt Lake City,UT,Middle,Classroom,,,No,No
1805,19881101FLPAJ,11,1,1988,1988-11-01,Paxon High School,0,0,0,0,Fall,Jacksonville,FL,High,Inside School Building,,,,No
1806,19881007TXDIP,10,7,1988,1988-10-07,Dick Dowling Elementary School,0,1,1,0,Fall,Port Arthur,TX,Elementary,School Bus,Before School,No,No,No
1807,19881007MDSOB,10,7,1988,1988-10-07,Southwestern Senior High School,0,1,1,0,Fall,Baltimore,MD,High,Inside School Building,,No,No,Yes
1808,19881006ALMOM,10,6,1988,1988-10-06,Most Pure Heart of Mary School,0,1,1,0,Fall,Mobile,AL,Elementary,Classroom,,No,Yes,No
1809,19881005MDEDB,10,5,1988,1988-10-05,Edmondson Westside Senior High School,0,1,1,0,Fall,Baltimore,MD,High,Inside School Building,Lunch,No,No,No
1810,19881004FLJEJ,10,4,1988,1988-10-04,J E B Stuart Junior High School (bus),0,5,5,0,Fall,Jacksonville,FL,Junior High,School Bus,Sport Event,No,No,
1811,19881004LAISB,10,4,1988,1988-10-04,Istrouma Senior High School,0,0,0,0,Fall,Baton Rouge,LA,High,Parking Lot,,No,No,No
1812,19881003FLMAM,10,3,1988,1988-10-03,Mascotte Elementary School,0,1,1,0,Fall,Mascotte,FL,Elementary,Playground,Morning Classes,,No,No
1813,19880926SCOAG,9,26,1988,1988-09-26,Oakland Elementary School,2,9,11,0,Fall,Greenwood,SC,Elementary,Cafeteria,Lunch,Yes,No,No
1814,19880922ILMOC,9,22,1988,1988-09-22,Moses Montefoire Public School,4,2,6,1,Fall,Chicago,IL,Elementary,Front of School,Morning Classes,No,No,No
1815,19880903TXLID,9,3,1988,1988-09-03,Lincoln High School,0,2,2,0,Fall,Dallas,TX,High,Parking Lot,School Event,No,No,
1816,19880902NCGAC,9,2,1988,1988-09-02,Garinger High School,0,4,4,0,Fall,Charlotte,NC,High,Football Field/Track,Sport Event,No,No,No
1817,19880902GAGLA,9,2,1988,1988-09-02,Glen Hills High School,0,2,2,0,Fall,Augusta,GA,High,Football Field/Track,Sport Event,No,No,No
1818,19880831MICED,8,31,1988,1988-08-31,Central High School,0,1,1,0,Summer,Detroit,MI,High,Hallway,Morning Classes,No,No,Yes
1819,19880831SCWEA,8,31,1988,1988-08-31,West Franklin Elementary School,1,0,1,0,Summer,Anderson,SC,Elementary,Beside Building,Night,No,No,No
1820,19880711MSLAJ,7,11,1988,1988-07-11,Lanier High School,0,1,1,0,Summer,Jackson,MS,High,Hallway,Morning Classes,,No,Yes
1821,19880710WISIM,7,10,1988,1988-07-10,Siefert Elementary School,0,1,1,0,Summer,Milwaukee,WI,Elementary,Basketball Court,Evening,,No,Yes
1822,19880630HIAIO,6,30,1988,1988-06-30,Aiea High School,0,1,1,0,Summer,Oahu,HI,High,Classroom,Morning Classes,No,No,No
1823,19880617MIJOD,6,17,1988,1988-06-17,Joy Middle School,0,1,1,0,Summer,Detroit,MI,Middle,Hallway,Morning Classes,No,No,No
